"","Longitude","Latitude","Grid","Acris_crepitans","Afrixalus_fulvovittatus","Allobates_femoralis","Allophryne_ruthveni","Alytes_cisternasii","Alytes_obstetricans","Ambystoma_texanum","Ambystoma_tigrinum","Ameerega_bilinguis","Ameerega_hahneli","Anaxyrus_americanus","Anaxyrus_cognatus","Anaxyrus_fowleri","Andrias_japonicus","Aneides_aeneus","Aparasphenodon_brunoi","Arthroleptis_poecilonotus","Assa_darlingtoni","Bombina_bombina","Bombina_orientalis","Bombina_variegata","Brachycephalus_ephippium","Bufo_bufo","Bufo_gargarizans","Bufo_japonicus","Ceratophrys_cornuta","Chiasmocleis_bassleri","Chiasmocleis_carvalhoi","Chioglossa_lusitanica","Conraua_goliath","Corythomantis_greeningi","Craugastor_fitzingeri","Crinia_signifera","Crossodactylus_aeneus","Crossodactylus_schmidti","Cryptobranchus_alleganiensis","Dendropsophus_leucophyllatus","Dendropsophus_nanus","Dendropsophus_phlebodes","Discoglossus_galganoi","Discoglossus_pictus","Dyscophus_antongilii","Edalorhina_perezi","Elachistocleis_bicolor","Elachistocleis_ovalis","Elachistocleis_surinamensis","Eleutherodactylus_johnstonei","Engystomops_petersi","Epidalea_calamita","Euphlyctis_hexadactylus","Fejervarya_limnocharis","Gastrophryne_carolinensis","Gastrophryne_olivacea","Haddadus_binotatus","Hamptophryne_boliviana","Heleioporus_australiacus","Hemisus_marmoratus","Hoplobatrachus_occipitalis","Hoplobatrachus_tigerinus","Hyla_arborea","Hyla_intermedia","Hyla_meridionalis","Hyla_sarda","Hyperolius_nitidulus","Ichthyophis_bannanicus","Ichthyophis_kohtaoensis","Incilius_alvarius","Ischnocnema_parva","Laotriton_laoensis","Leptodactylus_chaquensis","Leptodactylus_didymus","Leptodactylus_knudseni","Leptodactylus_labyrinthicus","Leptodactylus_latrans","Leptodactylus_leptodactyloides","Leptodactylus_mystacinus","Leptodactylus_natalensis","Leptodactylus_pentadactylus","Leptodactylus_petersii","Leptodactylus_podicipinus","Leptodactylus_rhodonotus","Leptodactylus_syphax","Leptodactylus_troglodytes","Leptodactylus_vastus","Limnodynastes_convexiusculus","Limnonectes_kuhlii","Lissotriton_boscai","Lissotriton_helveticus","Lissotriton_italicus","Lissotriton_montandoni","Lissotriton_vulgaris","Lithobates_catesbeianus","Lithobates_palmipes","Lithobates_septentrionalis","Lithobates_sylvaticus","Lithobates_vaillanti","Litoria_aurea","Litoria_littlejohni","Litoria_raniformis","Litoria_spenceri","Mantella_baroni","Mantella_pulchra","Microhyla_ornata","Myobatrachus_gouldii","Necturus_maculosus","Neobatrachus_pictus","Neobatrachus_sudelli","Notophthalmus_viridescens","Oreobates_quixensis","Osteocephalus_taurinus","Pelobates_cultripes","Pelobates_fuscus","Pelodytes_ibericus","Pelodytes_punctatus","Pelophylax_lessonae","Pelophylax_nigromaculatus","Pelophylax_perezi","Pelophylax_ridibundus","Pelophylax_saharicus","Phrynobatrachus_latifrons","Phrynomantis_microps","Phyllomedusa_vaillantii","Physalaemus_centralis","Physalaemus_cuvieri","Pipa_pipa","Platyplectrum_ornatum","Plethodon_angusticlavius","Plethodon_cinereus","Pleurodeles_waltl","Pleurodema_thaul","Pristimantis_ockendeni","Proceratophrys_boiei","Proteus_anguinus","Pseudacris_regilla","Pseudis_bolbodactyla","Pseudopaludicola_boliviana","Pseudophryne_bibronii","Pseudophryne_dendyi","Pseudophryne_occidentalis","Ptychadena_anchietae","Pyxicephalus_adspersus","Rana_arvalis","Rana_boylii","Rana_cascadae","Rana_dalmatina","Rana_iberica","Rana_japonica","Rana_luteiventris","Rana_sierrae","Rana_temporaria","Rheobatrachus_silus","Rhinella_arenarum","Rhinella_hoogmoedi","Rhinella_icterica","Rhinella_margaritifera","Rhinella_marina","Rhinoderma_darwinii","Rhinophrynus_dorsalis","Salamandra_salamandra","Scaphiopus_couchii","Scinax_boulengeri","Scinax_fuscovarius","Scinax_rostratus","Scinax_ruber","Siren_lacertina","Speleomantes_italicus","Taricha_granulosa","Thoropa_miliaris","Trachycephalus_typhonius","Triprion_petasatus","Triturus_carnifex","Triturus_cristatus","Triturus_dobrogicus","Triturus_karelinii","Triturus_marmoratus","Tylototriton_verrucosus","Typhlonectes_compressicauda","Xenopus_laevis","bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","elev","annualPET","aridityIndexThornthwaite","climaticMoistureIndex","continentality","embergerQ","growingDegDays0","growingDegDays5","maxTempColdest","minTempWarmest","monthCountByTemp10","PETColdestQuarter","PETDriestQuarter","PETseasonality","PETWarmestQuarter","PETWettestQuarter","thermicityIndex","topoWet","tri","richness_amph","median_BS_g","var_BS_g","trophic_mean"
"423",-53.2,-16.8,5724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5238227844238,23.9718742370605,19.9671249389648,1619,308,10,78.0769119262695,799,40,617,73,12.9531879425049,65.6223068237305,176.750335693359,30.9570007324219,11.2180004119873,19.7390003204346,23.6077499389648,20.0085411071777,605,1749.69995117188,58.1599998474121,-0.00999999977648258,4.65000009536743,298.929992675781,99666,99666,282,179,12,114.599998474121,121.279998779297,2197.13989257812,165.589996337891,162.589996337891,590.5,10.6599998474121,28.2999992370605,13,17.6,22716.8707692308,3
"424",-53.2,-18.8,5725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5991764068604,24.0691242218018,20.0455417633057,1541,283,23,67.4528045654297,727,82,547,121,12.3373546600342,67.5057678222656,173.867431640625,30.1725006103516,11.8964996337891,18.2760009765625,23.894250869751,20.2530422210693,646,1670.08996582031,46.6199989318848,-0.0599999986588955,4.25,306.559997558594,101070,101070,279,191,12,106.650001525879,113.540000915527,2307.97998046875,157.130004882812,160.169998168945,603.5,11.0100002288818,18.8400001525879,12,28.8,24159.2596969697,3
"425",-53.2,-20.8,5726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.3141460418701,25.3646240234375,20.3526668548584,1375,211,32,53.5119819641113,590,117,590,159,11.7237911224365,66.4642333984375,212.24983215332,30.7199993133545,13.0807504653931,17.6392478942871,25.3646240234375,20.5555419921875,424,1642.47998046875,30.7999992370605,-0.159999996423721,4.90000009536743,278.609985351562,102672,102672,275,208,12,98.9599990844727,105.559997558594,2750.169921875,156.259994506836,163.100006103516,614,11.3900003433228,15.960000038147,12,28.8,24159.2596969697,3
"426",-53.2,-22.8,5727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.2660827636719,25.1408748626709,18.7705421447754,1268,174,35,41.1031723022461,463,161,440,217,12.1894159317017,63.0228996276855,264.843292236328,30.9517498016357,11.6105003356934,19.3412494659424,23.9213752746582,19.9592914581299,272,1666.2900390625,28.9200000762939,-0.230000004172325,6.84999990463257,218.460006713867,98082,98082,258,200,12,92.1600036621094,115.190002441406,3489.23999023438,174.350006103516,172.839996337891,582.5,12.4399995803833,9.48999977111816,10,16.45,29445.6617777778,3
"427",-53.2,-24.8,5728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.0361137390137,22.5786666870117,15.0642910003662,1737,218,87,31.136510848999,576,341,576,370,12.6099786758423,60.2742652893066,312.287872314453,29.1332492828369,8.21224975585938,20.9209995269775,22.5786666870117,16.2319164276123,577,1498.56005859375,15.3199996948242,0.140000000596046,8.19999980926514,285.489990234375,82206,82206,201,168,12,72.870002746582,96.3000030517578,4042.67993164062,170.529998779297,170.529998779297,466,11.1800003051758,24.2299995422363,7,17.6,1572.4580952381,3
"428",-53.2,-26.8,5729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.6915111541748,22.9450836181641,14.1759166717529,1996,207,143,11.1404933929443,537,462,535,483,12.9460210800171,57.0397262573242,362.728240966797,29.7477493286133,7.05124998092651,22.6964988708496,17.2013740539551,18.5487499237061,511,1496.43005371094,7.86999988555908,0.230000004172325,9.30000019073486,305.799987792969,82242,82242,203,174,12,69.9899978637695,104.75,4302.669921875,172.300003051758,172.300003051758,476,10.6000003814697,33.4700012207031,9,15.3,2284.38111111111,3
"429",-53.2,-28.8,5730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7741451263428,23.2984580993652,14.2595415115356,1661,164,117,9.89856719970703,442,375,435,375,11.0465002059937,52.9611320495605,375.539794921875,29.3384990692139,8.48075008392334,20.8577499389648,18.6960010528564,14.2595415115356,396,1368.22998046875,13.9099998474121,0.170000001788139,9.5,277.890014648438,82368,82368,195,185,12,60.9300003051758,64.9100036621094,4319.6201171875,163.300003051758,132.960006713867,481,11.6300001144409,13.8100004196167,7,15.3,2835.29904761905,3
"430",-53.2,-30.8,5731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9703330993652,23.7244987487793,13.8629999160767,1492,140,105,9.90328311920166,408,343,363,402,10.011791229248,48.3025588989258,417.439544677734,29.6987495422363,8.97150039672852,20.7272491455078,14.6714582443237,23.4211235046387,206,1287.10998535156,24.1200008392334,0.109999999403954,10.3500003814697,244.309997558594,80262,80262,182,187,12,56.5299987792969,147.589996337891,4495.5400390625,145.729995727539,72.1900024414062,461,10.789999961853,23.1499996185303,5,15.3,2164.557,3
"431",-53.2,-32.8,5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8439483642578,22.8899173736572,12.7316246032715,1250,127,82,12.9607629776001,349,271,314,349,8.37218761444092,42.8266754150391,419.220428466797,27.9507503509521,8.40174961090088,19.548999786377,12.7316246032715,19.5410423278809,4,1232.41003417969,32.9799995422363,-0.0199999995529652,10.8999996185303,198.440002441406,75870,75870,172,181,12,51.3699989318848,157.259994506836,4524.240234375,143.330001831055,65.7900009155273,428,13.7200002670288,3.4300000667572,3,15.3,3636.09,3
"432",-51.2,3.2,5804,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.2902927398682,27.1392498016357,25.5649166107178,2955,437,52,56.9760704040527,1182,205,208,1040,8.44083309173584,74.1074066162109,62.5376968383789,32.9497489929199,21.5597496032715,11.3899993896484,25.9472503662109,27.0950012207031,19,1607.13000488281,55.4000015258789,0.529999971389771,1.64999997615814,917.739990234375,112968,112968,287,212,12,120.680000305176,157.300003051758,1701.89001464844,157.300003051758,123.470001220703,680.5,12.8900003433228,4.09000015258789,21,35.5,23417.4098047619,2.97619047619048
"433",-51.2,1.2,5805,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.1360511779785,27.1218338012695,25.2611656188965,2378,346,35,60.7049598693848,1000,130,130,926,8.07085418701172,76.0719604492188,73.7795028686523,32.2752494812012,21.66575050354,10.6094989776611,25.6309585571289,27.1218338012695,128,1532.60998535156,60.1399993896484,0.370000004768372,1.85000002384186,768.190002441406,112716,112716,284,220,12,116.080001831055,147.800003051758,1413.31994628906,146.960006713867,118.099998474121,690.5,11.3199996948242,15.2399997711182,22,37.75,22313.1866729437,2.97727272727273
"434",-51.2,-0.8,5806,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.4412803649902,27.1470413208008,25.7746257781982,2365,331,48,53.8225708007812,949,198,221,901,8.93560409545898,81.9235305786133,55.4916496276855,32.4604988098145,21.5532493591309,10.9072494506836,25.8528747558594,27.1158332824707,14,1618.22998046875,34.7000007629395,0.370000004768372,1.60000002384186,803.830017089844,116604,116604,300,227,12,127.569999694824,149.320007324219,1039.16003417969,149.520004272461,128.570007324219,719,13,3.80999994277954,21,35.5,22657.1639857143,2.97619047619048
"435",-51.2,-2.8,5807,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25.9948329925537,26.6512069702148,25.4269580841064,2355,386,46,67.6729278564453,1087,150,183,1029,9.40912437438965,81.7811584472656,49.0408325195312,32.0669975280762,20.5617504119873,11.5052471160889,25.4892501831055,26.6017074584961,68,1678.07995605469,54.1500015258789,0.28999999165535,1.20000004768372,676.719970703125,114660,114660,302,218,12,135.830001831055,153.559997558594,1081.14001464844,154.5,133.979995727539,699,12.7600002288818,5.30000019073486,22,33.25,21964.1863872294,2.97727272727273
"436",-51.2,-4.8,5808,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25.1828441619873,25.7439575195312,24.7392501831055,1818,327,27,75.4264221191406,913,92,207,913,10.3578548431396,79.6696624755859,39.4908866882324,31.857250213623,18.8562488555908,13.0010013580322,24.7392501831055,25.3391246795654,162,1694.14001464844,63.4199981689453,0.0900000035762787,1.14999997615814,504.339996337891,109854,109854,294,206,12,138.830001831055,145.240005493164,898.690002441406,152.729995727539,138.830001831055,662.5,12.3000001907349,8,20,33.25,23772.2116513158,2.975
"437",-51.2,-6.8,5809,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24.9712505340576,25.4357490539551,24.5876655578613,1986,306,15,60.0051612854004,837,107,337,837,12.5752086639404,72.8237686157227,34.5394554138184,34.0714988708496,16.8034992218018,17.2679996490479,24.5876655578613,25.0136661529541,271,1820.94995117188,52.3899993896484,0.100000001490116,0.850000023841858,440.959991455078,108180,108180,319,188,12,142.660003662109,148.419998168945,870.260009765625,162.570007324219,147.279998779297,660.5,11.9499998092651,14.039999961853,18,33.25,25476.841119281,2.97222222222222
"438",-51.2,-8.8,5810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25.2891883850098,25.8039169311523,25.0249996185303,1960,297,9,70.036376953125,856,47,328,841,12.208291053772,71.6848754882812,36.6641387939453,34.1637496948242,17.1332511901855,17.0304985046387,25.027458190918,25.1755409240723,339,1873.90002441406,75.5800018310547,0,1.25,360.040008544922,109386,109386,323,184,12,143.009994506836,151.990005493164,1218.13000488281,171.360000610352,155.580001831055,664.5,11.0600004196167,21.0100002288818,14,45,31353.6901785714,2.96428571428571
"439",-51.2,-10.8,5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.4901142120361,27.1224575042725,25.6326236724854,1742,308,4,83.1935958862305,862,18,440,39,11.7880630493164,74.6847991943359,60.9172172546387,34.0452499389648,18.2614994049072,15.7837505340576,26.6871662139893,25.7062911987305,236,1899.06005859375,61.310001373291,-0.0799999982118607,1.89999997615814,348.760009765625,116316,116316,329,213,12,137.460006713867,147.240005493164,1520.31994628906,174.990005493164,165.050003051758,708,11.5699996948242,12.7299995422363,13,29.5,22552.7325,3
"440",-51.2,-12.8,5812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.4527492523193,27.3973331451416,24.9541244506836,1583,302,2,83.6826858520508,803,16,399,35,12.8552913665771,69.8343963623047,103.452484130859,34.835750579834,16.4274997711182,18.4082508087158,26.9415836334229,25.0091247558594,220,1862.09997558594,64.4899978637695,-0.140000000596046,2.75,312.670013427734,115452,115452,322,215,12,131.729995727539,141.610000610352,1674.78002929688,173.110000610352,164.009994506836,701.5,13.7799997329712,1.1599999666214,15,17.6,19907.2188809524,3
"441",-51.2,-14.8,5813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.4623546600342,26.630542755127,23.5966243743896,1573,286,4,84.7331466674805,772,19,442,38,12.4899578094482,66.920051574707,128.835647583008,33.5867500305176,14.9227495193481,18.6640014648438,26.0778751373291,23.6737499237061,263,1783.21997070312,66.3000030517578,-0.119999997317791,3.09999990463257,309.890014648438,112338,112338,311,205,12,124.599998474121,132.949996948242,1647.5,163.619995117188,159.910003662109,680,12.9300003051758,3.29999995231628,16,16.45,18756.0090729167,3
