"","Longitude","Latitude","Grid","Acris_crepitans","Afrixalus_fulvovittatus","Allobates_femoralis","Allophryne_ruthveni","Alytes_cisternasii","Alytes_obstetricans","Ambystoma_texanum","Ambystoma_tigrinum","Ameerega_bilinguis","Ameerega_hahneli","Anaxyrus_americanus","Anaxyrus_cognatus","Anaxyrus_fowleri","Andrias_japonicus","Aneides_aeneus","Aparasphenodon_brunoi","Arthroleptis_poecilonotus","Assa_darlingtoni","Bombina_bombina","Bombina_orientalis","Bombina_variegata","Brachycephalus_ephippium","Bufo_bufo","Bufo_gargarizans","Bufo_japonicus","Ceratophrys_cornuta","Chiasmocleis_bassleri","Chiasmocleis_carvalhoi","Chioglossa_lusitanica","Conraua_goliath","Corythomantis_greeningi","Craugastor_fitzingeri","Crinia_signifera","Crossodactylus_aeneus","Crossodactylus_schmidti","Cryptobranchus_alleganiensis","Dendropsophus_leucophyllatus","Dendropsophus_nanus","Dendropsophus_phlebodes","Discoglossus_galganoi","Discoglossus_pictus","Dyscophus_antongilii","Edalorhina_perezi","Elachistocleis_bicolor","Elachistocleis_ovalis","Elachistocleis_surinamensis","Eleutherodactylus_johnstonei","Engystomops_petersi","Epidalea_calamita","Euphlyctis_hexadactylus","Fejervarya_limnocharis","Gastrophryne_carolinensis","Gastrophryne_olivacea","Haddadus_binotatus","Hamptophryne_boliviana","Heleioporus_australiacus","Hemisus_marmoratus","Hoplobatrachus_occipitalis","Hoplobatrachus_tigerinus","Hyla_arborea","Hyla_intermedia","Hyla_meridionalis","Hyla_sarda","Hyperolius_nitidulus","Ichthyophis_bannanicus","Ichthyophis_kohtaoensis","Incilius_alvarius","Ischnocnema_parva","Laotriton_laoensis","Leptodactylus_chaquensis","Leptodactylus_didymus","Leptodactylus_knudseni","Leptodactylus_labyrinthicus","Leptodactylus_latrans","Leptodactylus_leptodactyloides","Leptodactylus_mystacinus","Leptodactylus_natalensis","Leptodactylus_pentadactylus","Leptodactylus_petersii","Leptodactylus_podicipinus","Leptodactylus_rhodonotus","Leptodactylus_syphax","Leptodactylus_troglodytes","Leptodactylus_vastus","Limnodynastes_convexiusculus","Limnonectes_kuhlii","Lissotriton_boscai","Lissotriton_helveticus","Lissotriton_italicus","Lissotriton_montandoni","Lissotriton_vulgaris","Lithobates_catesbeianus","Lithobates_palmipes","Lithobates_septentrionalis","Lithobates_sylvaticus","Lithobates_vaillanti","Litoria_aurea","Litoria_littlejohni","Litoria_raniformis","Litoria_spenceri","Mantella_baroni","Mantella_pulchra","Microhyla_ornata","Myobatrachus_gouldii","Necturus_maculosus","Neobatrachus_pictus","Neobatrachus_sudelli","Notophthalmus_viridescens","Oreobates_quixensis","Osteocephalus_taurinus","Pelobates_cultripes","Pelobates_fuscus","Pelodytes_ibericus","Pelodytes_punctatus","Pelophylax_lessonae","Pelophylax_nigromaculatus","Pelophylax_perezi","Pelophylax_ridibundus","Pelophylax_saharicus","Phrynobatrachus_latifrons","Phrynomantis_microps","Phyllomedusa_vaillantii","Physalaemus_centralis","Physalaemus_cuvieri","Pipa_pipa","Platyplectrum_ornatum","Plethodon_angusticlavius","Plethodon_cinereus","Pleurodeles_waltl","Pleurodema_thaul","Pristimantis_ockendeni","Proceratophrys_boiei","Proteus_anguinus","Pseudacris_regilla","Pseudis_bolbodactyla","Pseudopaludicola_boliviana","Pseudophryne_bibronii","Pseudophryne_dendyi","Pseudophryne_occidentalis","Ptychadena_anchietae","Pyxicephalus_adspersus","Rana_arvalis","Rana_boylii","Rana_cascadae","Rana_dalmatina","Rana_iberica","Rana_japonica","Rana_luteiventris","Rana_sierrae","Rana_temporaria","Rheobatrachus_silus","Rhinella_arenarum","Rhinella_hoogmoedi","Rhinella_icterica","Rhinella_margaritifera","Rhinella_marina","Rhinoderma_darwinii","Rhinophrynus_dorsalis","Salamandra_salamandra","Scaphiopus_couchii","Scinax_boulengeri","Scinax_fuscovarius","Scinax_rostratus","Scinax_ruber","Siren_lacertina","Speleomantes_italicus","Taricha_granulosa","Thoropa_miliaris","Trachycephalus_typhonius","Triprion_petasatus","Triturus_carnifex","Triturus_cristatus","Triturus_dobrogicus","Triturus_karelinii","Triturus_marmoratus","Tylototriton_verrucosus","Typhlonectes_compressicauda","Xenopus_laevis","bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","elev","annualPET","aridityIndexThornthwaite","climaticMoistureIndex","continentality","embergerQ","growingDegDays0","growingDegDays5","maxTempColdest","minTempWarmest","monthCountByTemp10","PETColdestQuarter","PETDriestQuarter","PETseasonality","PETWarmestQuarter","PETWettestQuarter","thermicityIndex","topoWet","tri","richness_amph","median_BS_g","var_BS_g","trophic_mean"
"277",-67.2,-12.8,5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.0609798431396,27.0309162139893,24.4983329772949,1708,270,36,60.3568725585938,758,136,556,136,10.7172918319702,68.0711517333984,110.36897277832,33.0574989318848,17.3132495880127,15.7442493438721,26.7524585723877,24.4983329772949,169,1755.61999511719,47,-0.0700000002980232,3,347.029998779297,113040,113040,304,212,12,119,129.039993286133,1935.93005371094,168.539993286133,154.529998779297,686,13.3299999237061,2.44000005722046,20,45,10421.3474407895,2.975
"278",-67.2,-14.8,5093,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.8011455535889,26.1697082519531,22.6289577484131,1836,282,61,55.2437438964844,794,196,543,197,10.3234167098999,66.1090087890625,153.4287109375,31.8617496490479,16.246000289917,15.6157493591309,25.9894580841064,23.4164581298828,431,1667.81005859375,27.9699993133545,0.0799999982118607,3.84999990463257,379.579986572266,106488,106488,282,199,12,114.959999084473,114.959999084473,2238.64990234375,162.779998779297,151.009994506836,636.5,10.5,33.3199996948242,11,56.9,3836.4345,3
"279",-65.2,47.2,5152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33422899246216,16.75950050354,-8.7884578704834,1117,111,75,11.2253141403198,315,252,276,287,10.0152082443237,25.5525856018066,1034.44873046875,23.6774997711182,-15.5170001983643,39.1944999694824,-5.40883350372314,-3.60045838356018,52,743.799987792969,28.7600002288818,0.319999992847443,29,98.1900024414062,20172,14517,-51,130,4,9.60999965667725,32.5999984741211,5082.06982421875,131.880004882812,11.1700000762939,-13,12.1199998855591,7.61999988555908,5,25.9,2157.257,2.9
"280",-65.2,9.2,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.8333435058594,27.749792098999,26.3322925567627,1087,197,6,82.4873199462891,564,31,119,564,10.9852294921875,80.4351348876953,61.9925537109375,33.890251159668,20.2329998016357,13.6572513580322,26.3322925567627,26.785041809082,62,1849.27001953125,69.2200012207031,-0.389999985694885,1.85000002384186,255.740005493164,117306,117306,329,222,12,140.889999389648,161.300003051758,1318.80004882812,173.009994506836,147.899993896484,728.5,13.3000001907349,4.98999977111816,7,56.9,2152.58083333333,3
"281",-65.2,7.2,5172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.9526977539062,27.7296257019043,26.449499130249,1778,314,14,76.4186096191406,906,61,305,906,9.64972877502441,81.57861328125,56.37841796875,33.117748260498,21.2889995574951,11.8287487030029,26.449499130249,27.0041255950928,116,1728.47998046875,59.25,0.129999995231628,1.85000002384186,526.599975585938,118116,118116,311,231,12,138.309997558594,150.880004882812,1091.88000488281,157.940002441406,138.309997558594,727.5,11.0299997329712,36.310001373291,9,50,1721.5275,3
"282",-65.2,5.2,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5422611236572,22.9397087097168,22.134916305542,2535,424,45,62.9420280456543,1131,157,608,181,10.9710626602173,81.2250137329102,36.5765762329102,29.2957496643066,15.7887496948242,13.5069999694824,22.4530830383301,22.4465408325195,1134,1588.58996582031,59.2799987792969,0.5,0.949999988079071,780.320007324219,92448,92448,271,161,12,122.639999389648,142.449996948242,986.5,141.309997558594,122.639999389648,551.5,8.64000034332275,87.5199966430664,8,53.45,4555.33852678571,3
"283",-65.2,3.2,5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.8640727996826,27.2541255950928,26.2504577636719,2651,364,89,44.961669921875,1046,289,494,954,11.390604019165,88.9873657226562,42.4076347351074,33.6577491760254,20.8575000762939,12.8002490997314,26.3232078552246,27.077751159668,196,1770.39001464844,20.1100006103516,0.330000013113022,1.39999997615814,722.469970703125,114516,114516,306,213,12,136.339996337891,150.990005493164,980.97998046875,157.300003051758,134.550003051758,703,11.4200000762939,19.5300006866455,11,50,30376.0874090909,3
"284",-65.2,1.2,5175,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24.5995826721191,24.8364582061768,24.164041519165,2693,350,151,28.5630397796631,953,487,513,825,10.7064580917358,91.424186706543,30.664665222168,30.5932502746582,18.8824996948242,11.710750579834,24.2021255493164,24.7640838623047,565,1654.28002929688,0,0.409999996423721,1.10000002384186,829.799987792969,104976,104976,285,194,12,127.540000915527,140.520004272461,888.239990234375,141.179992675781,125.089996337891,637,11.5900001525879,13.7399997711182,17,50,20942.0963029412,3
"285",-65.2,-0.8,5176,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.511646270752,26.8033332824707,26.0540409088135,2421,301,144,25.0586681365967,819,460,480,663,9.47091674804688,89.460090637207,32.5473442077637,31.9207496643066,21.3339996337891,10.5867500305176,26.2622089385986,26.7360420227051,63,1656.08996582031,0,0.360000014305115,1.10000002384186,822,114588,114588,303,221,12,124.339996337891,145.080001831055,919.359985351562,146.600006103516,127.849998474121,703,12.7700004577637,3.75999999046326,21,35.5,18220.6315047619,3
"286",-65.2,-2.8,5177,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.6793441772461,27.0070419311523,26.3752918243408,3350,373,191,21.6566600799561,1047,592,727,792,8.83256340026855,88.0241470336914,25.7746429443359,31.9107494354248,21.8764991760254,10.0342502593994,26.5585823059082,26.6752910614014,46,1640.68994140625,0,0.5,1.10000002384186,1047.82995605469,114372,114372,304,222,12,122.769996643066,136.869995117188,942.469970703125,146.470001220703,132.869995117188,704,12.9499998092651,4.32000017166138,24,33.25,21044.6392331522,2.97916666666667
"287",-65.2,-4.8,5178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.4299373626709,26.7752914428711,26.0839996337891,2376,308,90,40.6185493469238,881,296,483,404,9.23816585540771,83.9776077270508,28.043966293335,32.0307502746582,21.0300006866455,11.0007495880127,26.4078330993652,26.4503746032715,86,1624.56994628906,19.8099994659424,0.379999995231628,0.850000023841858,811.030029296875,114408,114408,308,217,12,119.779998779297,126.019996643066,1103.65002441406,147.619995117188,135.580001831055,703.5,12.9200000762939,3.83999991416931,24,32.5,21216.9171905797,2.97916666666667
"288",-65.2,-6.8,5179,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.1828231811523,26.5979995727539,25.7355003356934,2861,368,58,50.192798614502,1098,228,639,373,10.0308542251587,79.1435699462891,33.7073707580566,32.5057487487793,19.8314990997314,12.6742496490479,26.1316242218018,25.8456249237061,96,1682.05004882812,33.7000007629395,0.349999994039536,1.10000002384186,683.109985351562,113400,113400,313,212,12,123.879997253418,132,1169.15002441406,151.979995727539,143.210006713867,695,13.0200004577637,4.55000019073486,23,35.5,21904.7193067194,2.97826086956522
"289",-65.2,-8.8,5180,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.1008129119873,26.6456241607666,25.4143753051758,2016,282,21,61.2221374511719,834,97,494,157,10.8473339080811,75.7072372436523,49.2601089477539,32.9990005493164,18.6709995269775,14.3280010223389,26.1682090759277,25.4910831451416,112,1713.56005859375,61.25,0.119999997317791,1.70000004768372,476.519989013672,113148,113148,313,213,12,128.830001831055,136.429992675781,1099.23999023438,154.110000610352,143.149993896484,694,12.6700000762939,4.92999982833862,24,32.5,21253.9765505435,2.97916666666667
"290",-65.2,-10.8,5181,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.8518123626709,27.6452922821045,25.9461250305176,1779,284,26,61.8570823669434,775,85,411,161,11.3637914657593,75.053108215332,67.9262619018555,34.1277503967285,18.9867496490479,15.1410007476807,26.9224166870117,26.0853328704834,158,1743.82995605469,63.7599983215332,-0.119999997317791,2.29999995231628,328.529998779297,114552,114552,309,228,12,123.309997558594,134.470001220703,1721.33996582031,165.240005493164,151.850006103516,694,11.7299995422363,13.7299995422363,25,17.6,9311.412975,2.98
"291",-65.2,-12.8,5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.7933959960938,27.7059173583984,25.505500793457,1587,257,20,65.107536315918,714,76,383,124,10.7984580993652,68.443229675293,88.2413711547852,33.9692497253418,18.1920013427734,15.7772483825684,27.1056251525879,25.6479167938232,137,1836.18994140625,50.310001373291,-0.200000002980232,2.90000009536743,290.579986572266,114876,114876,308,212,12,121.330001831055,136.070007324219,2181.830078125,176.190002441406,162.690002441406,694,13.4799995422363,1.60000002384186,19,40,4432.25314327485,3
"292",-65.2,-14.8,5183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.769229888916,27.0824165344238,23.5166664123535,1836,290,34,61.8766174316406,825,123,594,123,10.5072088241577,62.7417755126953,158.585296630859,33.0065002441406,16.2597503662109,16.7467498779297,27.001916885376,23.5166664123535,153,1727.72998046875,40.0900001525879,0.0799999982118607,4.90000009536743,358.670013427734,109782,109782,287,212,12,120.230003356934,120.230003356934,2381.98999023438,169.350006103516,150.710006713867,655,13.6899995803833,1.47000002861023,17,40,4777.62779411765,3
"293",-65.2,-16.8,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5102291107178,27.1184158325195,22.8368759155273,3737,591,113,54.0298118591309,1592,382,1417,401,11.0754165649414,64.8889999389648,189.659973144531,32.7360000610352,15.6677503585815,17.0682487487793,27.1056671142578,23.8556251525879,220,1700.2099609375,16.25,0.529999971389771,5.59999990463257,680.320007324219,109854,109854,284,223,12,114.730003356934,134.639999389648,2614.81005859375,168.429992675781,160.779998779297,655,13.2399997711182,2.78999996185303,7,35.5,2007.2580952381,3
"294",-65.2,-32.8,5192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7519264221191,22.7775001525879,10.24524974823,665,101,15,57.3291778564453,279,53,279,53,14.2037286758423,50.6168785095215,508.050750732422,30.2070007324219,2.14575004577637,28.0612506866455,22.7775001525879,10.24524974823,776,1418.86999511719,54.8199996948242,-0.550000011920929,14.3000001907349,77.1900024414062,69912,69912,159,158,10,56.8699989318848,56.8699989318848,5363.97998046875,183.520004272461,183.520004272461,339,12.460000038147,7.78999996185303,3,113.4,14906.01,3
"295",-63.2,45.2,5243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84310436248779,16.8237915039062,-5.48370838165283,1268,129,93,12.316840171814,375,283,283,342,10.335916519165,28.8356342315674,912.529357910156,23.8642501831055,-11.9800004959106,35.8442497253418,-2.35516667366028,16.8237915039062,85,780.599975585938,23.2199993133545,0.379999995231628,24.4500007629395,128.139999389648,20952,14508,-13,123,4,14.1499996185303,124.150001525879,4805.7900390625,129.550003051758,15.6199998855591,-2.25,11.539999961853,14.3000001907349,5,65,36722.675,2.8
