"Longitude","Latitude","Grid","anomaly_temp","anomaly_prec"
-7.2,37.2,7767,-191.305253982544,129
-7.2,33.2,7769,-197.619916915894,154
-7.2,31.2,7770,-158.503739356995,86
-7.2,29.2,7771,-252.421541213989,26
-7.2,23.2,7774,-292.461229324341,-6
-7.2,21.2,7775,-299.853103637695,-10
-7.2,19.2,7776,-305.563697814941,-14
-7.2,17.2,7777,-314.237396240234,-17
-7.2,15.2,7778,-286.416488647461,-112
-7.2,13.2,7779,-282.735677719116,-135
-7.2,11.2,7780,-273.898145675659,3
-7.2,9.2,7781,-262.215084075928,-103
-7.2,7.2,7782,-254.929010391235,-95
-7.2,5.2,7783,-256.300323486328,13
-5.2,43.2,7854,-123.525364875793,175
-5.2,41.2,7855,-148.837124824524,100
-5.2,39.2,7856,-185.776156425476,124
-5.2,37.2,7857,-200.726417541504,72
